,rep,s,p,m,MaxDev,epsilon
0,0.0,10.0,2.0,15.0,0.17012432722486373,0.1
0,9.0,10.0,3.0,14.0,0.1469895668971675,0.1
0,9.0,10.0,4.0,11.0,0.12589317946498074,0.1
0,9.0,10.0,5.0,11.0,0.12802192282671596,0.1
0,9.0,10.0,6.0,11.0,0.11948612938766474,0.1
0,9.0,10.0,7.0,11.0,0.10080938148773357,0.1
0,9.0,10.0,8.0,10.0,0.09137911008117242,0.1
0,9.0,10.0,9.0,9.0,0.08030105018399238,0.1
0,1.0,10.0,2.0,14.0,0.17901295556288538,0.1
0,9.0,10.0,3.0,12.0,0.14197918821468386,0.1
0,9.0,10.0,4.0,13.0,0.12651601239725105,0.1
0,9.0,10.0,5.0,10.0,0.11643613088894537,0.1
0,9.0,10.0,6.0,10.0,0.11039192220603991,0.1
0,9.0,10.0,7.0,9.0,0.09062398938033042,0.1
0,9.0,10.0,8.0,8.0,0.08218963656937524,0.1
0,2.0,10.0,2.0,17.0,0.1902611505328623,0.1
0,9.0,10.0,3.0,12.0,0.15522254770974703,0.1
0,9.0,10.0,4.0,11.0,0.13841657991212228,0.1
0,9.0,10.0,5.0,11.0,0.11431057003087582,0.1
0,9.0,10.0,6.0,10.0,0.10230694973837103,0.1
0,9.0,10.0,7.0,10.0,0.09469087728200302,0.1
0,9.0,10.0,8.0,9.0,0.08705997204253574,0.1
0,3.0,10.0,2.0,15.0,0.19584552926003035,0.1
0,9.0,10.0,3.0,13.0,0.14845019636947285,0.1
0,9.0,10.0,4.0,11.0,0.12518803697079914,0.1
0,9.0,10.0,5.0,10.0,0.11680637892366454,0.1
0,9.0,10.0,6.0,10.0,0.11453127221013301,0.1
0,9.0,10.0,7.0,9.0,0.09456423297556815,0.1
0,9.0,10.0,8.0,9.0,0.09651035670533267,0.1
0,4.0,10.0,2.0,14.0,0.22369294582314916,0.1
0,9.0,10.0,3.0,12.0,0.14279001584205067,0.1
0,9.0,10.0,4.0,13.0,0.12895230372895108,0.1
0,9.0,10.0,5.0,10.0,0.12991107305854327,0.1
0,9.0,10.0,6.0,9.0,0.12147639232893433,0.1
0,9.0,10.0,7.0,9.0,0.10912919747044973,0.1
0,9.0,10.0,8.0,9.0,0.0985251845325956,0.1
0,5.0,10.0,2.0,14.0,0.2092153964886156,0.1
0,9.0,10.0,3.0,12.0,0.16071469321194487,0.1
0,9.0,10.0,4.0,11.0,0.12925079794354447,0.1
0,9.0,10.0,5.0,9.0,0.11056602605352442,0.1
0,9.0,10.0,6.0,10.0,0.10312904515974011,0.1
0,9.0,10.0,7.0,9.0,0.09423829684753386,0.1
0,9.0,10.0,8.0,8.0,0.09276155277386965,0.1
0,6.0,10.0,2.0,12.0,0.2189810282637536,0.1
0,9.0,10.0,3.0,14.0,0.13878120423438353,0.1
0,9.0,10.0,4.0,12.0,0.1365070916657932,0.1
0,9.0,10.0,5.0,10.0,0.1224902886330884,0.1
0,9.0,10.0,6.0,10.0,0.10159630656252437,0.1
0,9.0,10.0,7.0,11.0,0.09805452070963751,0.1
0,9.0,10.0,8.0,10.0,0.09695116381977385,0.1
0,9.0,10.0,9.0,9.0,0.08292989309645118,0.1
0,7.0,10.0,2.0,13.0,0.19228602123724267,0.1
0,9.0,10.0,3.0,12.0,0.15119865532838275,0.1
0,9.0,10.0,4.0,12.0,0.1269931867802847,0.1
0,9.0,10.0,5.0,10.0,0.12068084247870088,0.1
0,9.0,10.0,6.0,9.0,0.10881554912154826,0.1
0,9.0,10.0,7.0,8.0,0.10255766547037111,0.1
0,8.0,10.0,2.0,16.0,0.18223492013376566,0.1
0,9.0,10.0,3.0,12.0,0.15462901783818458,0.1
0,9.0,10.0,4.0,10.0,0.1390234877955625,0.1
0,9.0,10.0,5.0,9.0,0.12794026195142322,0.1
0,9.0,10.0,6.0,9.0,0.10548264946340642,0.1
0,9.0,10.0,7.0,9.0,0.09753585861426133,0.1
0,9.0,10.0,8.0,8.0,0.09640044386362201,0.1
0,9.0,10.0,2.0,14.0,0.19674464190328741,0.1
0,9.0,10.0,3.0,13.0,0.15574199866970834,0.1
0,9.0,10.0,4.0,11.0,0.12891603954555925,0.1
0,9.0,10.0,5.0,10.0,0.12123095441344969,0.1
0,9.0,10.0,6.0,10.0,0.10583733131396261,0.1
0,9.0,10.0,7.0,9.0,0.1013652678241835,0.1
0,9.0,10.0,8.0,9.0,0.0984058254335839,0.1
0,10.0,10.0,2.0,18.0,0.1702509595915206,0.1
0,9.0,10.0,3.0,12.0,0.14626854773288545,0.1
0,9.0,10.0,4.0,13.0,0.12041403823013609,0.1
0,9.0,10.0,5.0,11.0,0.10870977052764255,0.1
0,9.0,10.0,6.0,10.0,0.10127969467271812,0.1
0,9.0,10.0,7.0,9.0,0.10034769502428555,0.1
0,9.0,10.0,8.0,9.0,0.09857397857059069,0.1
0,11.0,10.0,2.0,12.0,0.17491989650178097,0.1
0,9.0,10.0,3.0,11.0,0.15276167733622611,0.1
0,9.0,10.0,4.0,11.0,0.1287629690770629,0.1
0,9.0,10.0,5.0,11.0,0.11607005638831343,0.1
0,9.0,10.0,6.0,11.0,0.10265226789048204,0.1
0,9.0,10.0,7.0,10.0,0.09425965125781534,0.1
0,9.0,10.0,8.0,9.0,0.09190500712046895,0.1
0,12.0,10.0,2.0,16.0,0.17167178980463635,0.1
0,9.0,10.0,3.0,15.0,0.14871296306233472,0.1
0,9.0,10.0,4.0,15.0,0.12427399661212363,0.1
0,9.0,10.0,5.0,13.0,0.10896487815419297,0.1
0,9.0,10.0,6.0,11.0,0.10838832688171161,0.1
0,9.0,10.0,7.0,11.0,0.09681828957153085,0.1
0,9.0,10.0,8.0,11.0,0.09402303455877846,0.1
0,9.0,10.0,9.0,10.0,0.08984523317612139,0.1
0,13.0,10.0,2.0,14.0,0.17092508682063642,0.1
0,9.0,10.0,3.0,11.0,0.14503731326719338,0.1
0,9.0,10.0,4.0,11.0,0.1298743432816833,0.1
0,9.0,10.0,5.0,10.0,0.11595884521137315,0.1
0,9.0,10.0,6.0,9.0,0.11288547685765166,0.1
0,9.0,10.0,7.0,9.0,0.09338360477002162,0.1
0,9.0,10.0,8.0,8.0,0.09171270866386598,0.1
0,14.0,10.0,2.0,18.0,0.1781331806890209,0.1
0,9.0,10.0,3.0,13.0,0.15576783934383157,0.1
0,9.0,10.0,4.0,12.0,0.13277766247579528,0.1
0,9.0,10.0,5.0,10.0,0.11117345822771402,0.1
0,9.0,10.0,6.0,9.0,0.09772518789665008,0.1
0,9.0,10.0,7.0,9.0,0.09444577289189274,0.1
0,9.0,10.0,8.0,8.0,0.09097190953394223,0.1
0,15.0,10.0,2.0,15.0,0.18730697482895836,0.1
0,9.0,10.0,3.0,12.0,0.15430548313479375,0.1
0,9.0,10.0,4.0,10.0,0.12206180920058508,0.1
0,9.0,10.0,5.0,9.0,0.1257083235467016,0.1
0,9.0,10.0,6.0,9.0,0.11118879694945563,0.1
0,9.0,10.0,7.0,9.0,0.10076329430605749,0.1
0,9.0,10.0,8.0,9.0,0.09929066222573758,0.1
0,16.0,10.0,2.0,19.0,0.2088152778190902,0.1
0,9.0,10.0,3.0,14.0,0.16287454863968742,0.1
0,9.0,10.0,4.0,10.0,0.14030443659873282,0.1
0,9.0,10.0,5.0,10.0,0.11360229644512983,0.1
0,9.0,10.0,6.0,10.0,0.10527359590105237,0.1
0,9.0,10.0,7.0,10.0,0.09724756198968078,0.1
0,9.0,10.0,8.0,8.0,0.08693175589307846,0.1
0,17.0,10.0,2.0,15.0,0.1759286489452949,0.1
0,9.0,10.0,3.0,14.0,0.14531466418087013,0.1
0,9.0,10.0,4.0,12.0,0.1247337903132324,0.1
0,9.0,10.0,5.0,10.0,0.12121630831317089,0.1
0,9.0,10.0,6.0,9.0,0.11163504694187555,0.1
0,9.0,10.0,7.0,9.0,0.09947302602366852,0.1
0,9.0,10.0,8.0,8.0,0.09482613354615332,0.1
0,18.0,10.0,2.0,18.0,0.1845657601005682,0.1
0,9.0,10.0,3.0,12.0,0.1505127903242352,0.1
0,9.0,10.0,4.0,12.0,0.12209368904975818,0.1
0,9.0,10.0,5.0,12.0,0.11170539223894978,0.1
0,9.0,10.0,6.0,10.0,0.11022643638420006,0.1
0,9.0,10.0,7.0,10.0,0.11384032134083416,0.1
0,9.0,10.0,8.0,9.0,0.10156302349977074,0.1
0,19.0,10.0,2.0,14.0,0.18401437269001444,0.1
0,9.0,10.0,3.0,12.0,0.1366228037886987,0.1
0,9.0,10.0,4.0,12.0,0.12107450740495736,0.1
0,9.0,10.0,5.0,11.0,0.10901739295569879,0.1
0,9.0,10.0,6.0,11.0,0.10878361222971326,0.1
0,9.0,10.0,7.0,9.0,0.09523461903394305,0.1
0,9.0,10.0,8.0,10.0,0.09161937697210965,0.1
0,9.0,10.0,9.0,10.0,0.08093545142037725,0.1
0,20.0,10.0,2.0,15.0,0.1761597613301669,0.1
0,9.0,10.0,3.0,11.0,0.16148898519735913,0.1
0,9.0,10.0,4.0,11.0,0.14360902258465824,0.1
0,9.0,10.0,5.0,11.0,0.12066668189091759,0.1
0,9.0,10.0,6.0,9.0,0.111086972417188,0.1
0,9.0,10.0,7.0,9.0,0.10186192593251887,0.1
0,9.0,10.0,8.0,8.0,0.08829361127470105,0.1
0,21.0,10.0,2.0,12.0,0.19946416647502932,0.1
0,9.0,10.0,3.0,13.0,0.14003558777910768,0.1
0,9.0,10.0,4.0,12.0,0.12317616917884819,0.1
0,9.0,10.0,5.0,12.0,0.1113411310772723,0.1
0,9.0,10.0,6.0,10.0,0.10271474530386414,0.1
0,9.0,10.0,7.0,11.0,0.09835199153991034,0.1
0,9.0,10.0,8.0,10.0,0.09128571067718944,0.1
0,9.0,10.0,9.0,9.0,0.08517225832795874,0.1
0,22.0,10.0,2.0,16.0,0.17453480235014937,0.1
0,9.0,10.0,3.0,14.0,0.1470332343778735,0.1
0,9.0,10.0,4.0,11.0,0.12282143584571836,0.1
0,9.0,10.0,5.0,12.0,0.12370464869895353,0.1
0,9.0,10.0,6.0,10.0,0.1036034885282705,0.1
0,9.0,10.0,7.0,9.0,0.09938119566101808,0.1
0,9.0,10.0,8.0,8.0,0.09326421838679531,0.1
0,23.0,10.0,2.0,14.0,0.18659425764411777,0.1
0,9.0,10.0,3.0,13.0,0.1469587781365622,0.1
0,9.0,10.0,4.0,15.0,0.13370186116203575,0.1
0,9.0,10.0,5.0,13.0,0.11060968777661466,0.1
0,9.0,10.0,6.0,11.0,0.10124639630458544,0.1
0,9.0,10.0,7.0,10.0,0.09141441113911891,0.1
0,9.0,10.0,8.0,9.0,0.08447068495680071,0.1
0,24.0,10.0,2.0,15.0,0.18938223580558897,0.1
0,9.0,10.0,3.0,12.0,0.16234994159741742,0.1
0,9.0,10.0,4.0,10.0,0.13003127551518717,0.1
0,9.0,10.0,5.0,10.0,0.11364676691997432,0.1
0,9.0,10.0,6.0,10.0,0.10256691823213707,0.1
0,9.0,10.0,7.0,10.0,0.09853263819197643,0.1
0,9.0,10.0,8.0,9.0,0.09355204205958496,0.1
0,25.0,10.0,2.0,14.0,0.1754527764681155,0.1
0,9.0,10.0,3.0,13.0,0.15760465554575695,0.1
0,9.0,10.0,4.0,12.0,0.13282123914637683,0.1
0,9.0,10.0,5.0,14.0,0.11882884292264864,0.1
0,9.0,10.0,6.0,12.0,0.11060560663463895,0.1
0,9.0,10.0,7.0,10.0,0.10033744277658005,0.1
0,9.0,10.0,8.0,9.0,0.10047822138330696,0.1
0,26.0,10.0,2.0,13.0,0.1797002174060571,0.1
0,9.0,10.0,3.0,13.0,0.14033516846596797,0.1
0,9.0,10.0,4.0,12.0,0.11914949714448811,0.1
0,9.0,10.0,5.0,10.0,0.10480776102016687,0.1
0,9.0,10.0,6.0,9.0,0.09628862902297351,0.1
0,9.0,10.0,7.0,8.0,0.09090515729828894,0.1
0,27.0,10.0,2.0,14.0,0.19078926059623816,0.1
0,9.0,10.0,3.0,11.0,0.14917738470708922,0.1
0,9.0,10.0,4.0,13.0,0.12398116502894287,0.1
0,9.0,10.0,5.0,11.0,0.11138336972442484,0.1
0,9.0,10.0,6.0,10.0,0.09813352988136471,0.1
0,9.0,10.0,7.0,9.0,0.09432782954165768,0.1
0,9.0,10.0,8.0,9.0,0.09024612347625145,0.1
0,28.0,10.0,2.0,14.0,0.18424476827034977,0.1
0,9.0,10.0,3.0,11.0,0.145204748237125,0.1
0,9.0,10.0,4.0,11.0,0.13083129850000455,0.1
0,9.0,10.0,5.0,10.0,0.13259125072737724,0.1
0,9.0,10.0,6.0,10.0,0.12366119055093691,0.1
0,9.0,10.0,7.0,9.0,0.11674808045651214,0.1
0,9.0,10.0,8.0,10.0,0.09941089619997064,0.1
0,9.0,10.0,9.0,9.0,0.09427609250446636,0.1
0,29.0,10.0,2.0,20.0,0.19669586090701813,0.1
0,9.0,10.0,3.0,14.0,0.15557773236499597,0.1
0,9.0,10.0,4.0,13.0,0.1329563013648195,0.1
0,9.0,10.0,5.0,10.0,0.12984823291888645,0.1
0,9.0,10.0,6.0,10.0,0.12453822148293534,0.1
0,9.0,10.0,7.0,8.0,0.09957739352423296,0.1
